120,383,58,72,68,79,24,463,59,127,453,850,84,17,408,1253,11,43,61,953,87,881,19,378,173,138,833,47,272,318,15,423,239,685,633,850,66,376,36,253,53,1833,87,799,906,892,80,223,458,897,339,40,954,387,78,852,23,1729,100,96,21,223,488,658,64,505,933,376,520,538,27,404,863,62,314,1849,64,146,267,334,1356,602,395,30,80,1272,237,862,95,297,789,608,70,569,1071,66,1920,578,231,13,475,27,378,34,82,869,865,74,414,361,906,797,96,28,253,867,160,840,536,552,224,678,330,707,11,1330,1073,262,25,86,1597,704,37,308,57,585,858,40,903,46,79,70,62,933,668,11,558,97,879,66,714,95,357,77,1808,1408,565,359,27,639,636,707,946,144,66,542,36,49,651,635,12,32,197,738,599,1646,33,166,525,508,218,92,1234,773,1529,307,878,625,1222,61,240,848,399,36,333,487,801,39,329,585,88,767,27,1902,1674,1886,226,673,852,676,892,952,580,825,575,229,527,87,34,425,758,1619,17,64,473,422,319,1035,858,513,36,889,657,601,1642,1629,741,21,408,29,99,88,822,74,600,923,171,1143,884,76,617,373,87,51,70,24,629,14,214,861,1328,84,755,431,16,953,151,259,122,653,63,730,119,806,1790,487,327,409,304,546,71,644,36,473,199,572,534,1402,471,544,412,1664,870,138,39,500,409,70,678,426,555,1321,113,732,75,633,1869,32,46,685,80,585,262,766,22,154,315,71,492,175,74,790,171,1094,13,855,754,487,563,35,73,155,1458,38,833,641,639,290,625,200,132,724,50,162,84,184,131,287,1633,48,429,426,383,909,431,526,82,818,737,125,1153,303,69,503,93,51,665,79,893,286,763,30,1843,1353,13,900,247,67,1352,634,114,687,76,888,1520,530,120,82,361,97,469,575,1753,865,39,676,154,75,599,314
0.6,0.4,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.6,0.4,0.3,0.6,0.6,0.4,0.2,0.6,0.6,0.6,0.3,0.6,0.3,0.6,0.4,0.6,0.6,0.3,0.6,0.4,0.4,0.6,0.4,0.4,0.3,0.3,0.3,0.6,0.4,0.6,0.4,0.6,0.2,0.6,0.3,0.3,0.3,0.6,0.4,0.4,0.3,0.4,0.6,0.3,0.4,0.6,0.3,0.6,0.2,0.6,0.6,0.6,0.4,0.4,0.3,0.6,0.3,0.3,0.4,0.3,0.3,0.6,0.4,0.3,0.6,0.4,0.2,0.6,0.6,0.4,0.4,0.2,0.3,0.4,0.6,0.6,0.2,0.4,0.3,0.6,0.4,0.3,0.3,0.6,0.3,0.2,0.6,0.2,0.3,0.4,0.6,0.4,0.6,0.4,0.6,0.6,0.3,0.3,0.6,0.4,0.4,0.3,0.3,0.6,0.6,0.4,0.3,0.6,0.3,0.3,0.3,0.4,0.3,0.4,0.3,0.6,0.2,0.2,0.4,0.6,0.6,0.2,0.3,0.6,0.4,0.6,0.3,0.3,0.6,0.3,0.6,0.6,0.6,0.6,0.3,0.3,0.6,0.3,0.6,0.3,0.6,0.3,0.6,0.4,0.6,0.2,0.2,0.3,0.4,0.6,0.3,0.3,0.3,0.3,0.6,0.6,0.3,0.6,0.6,0.3,0.3,0.6,0.6,0.6,0.3,0.3,0.2,0.6,0.6,0.3,0.3,0.4,0.6,0.2,0.3,0.2,0.4,0.3,0.3,0.2,0.6,0.4,0.3,0.4,0.6,0.4,0.4,0.3,0.6,0.4,0.3,0.6,0.3,0.6,0.2,0.2,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.6,0.6,0.4,0.3,0.2,0.6,0.6,0.4,0.4,0.4,0.2,0.3,0.3,0.6,0.3,0.3,0.3,0.2,0.2,0.3,0.6,0.4,0.6,0.6,0.6,0.3,0.6,0.3,0.3,0.6,0.2,0.3,0.6,0.3,0.4,0.6,0.6,0.6,0.6,0.3,0.6,0.4,0.3,0.2,0.6,0.3,0.4,0.6,0.3,0.6,0.4,0.6,0.3,0.6,0.3,0.6,0.3,0.2,0.4,0.4,0.4,0.4,0.3,0.6,0.3,0.6,0.4,0.6,0.3,0.3,0.2,0.4,0.3,0.4,0.2,0.3,0.6,0.6,0.3,0.4,0.6,0.3,0.4,0.3,0.2,0.6,0.3,0.6,0.3,0.2,0.6,0.6,0.3,0.6,0.3,0.4,0.3,0.6,0.6,0.4,0.6,0.4,0.6,0.6,0.3,0.6,0.2,0.6,0.3,0.3,0.4,0.3,0.6,0.6,0.6,0.2,0.6,0.3,0.3,0.3,0.4,0.3,0.4,0.6,0.3,0.6,0.6,0.6,0.6,0.6,0.4,0.2,0.6,0.4,0.4,0.4,0.3,0.4,0.3,0.6,0.3,0.3,0.6,0.2,0.4,0.6,0.3,0.6,0.6,0.3,0.6,0.3,0.4,0.3,0.6,0.2,0.2,0.6,0.3,0.4,0.6,0.2,0.3,0.6,0.3,0.6,0.3,0.2,0.3,0.6,0.6,0.4,0.6,0.4,0.3,0.2,0.3,0.6,0.3,0.6,0.6,0.3,0.4
0.8,0.6,0.8,0.8,0.8,0.8,0.8,0.6,0.8,0.8,0.6,0.5,0.8,0.8,0.6,0.4,0.8,0.8,0.8,0.5,0.8,0.5,0.8,0.6,0.8,0.8,0.5,0.8,0.6,0.6,0.8,0.6,0.6,0.5,0.5,0.5,0.8,0.6,0.8,0.6,0.8,0.4,0.8,0.5,0.5,0.5,0.8,0.6,0.6,0.5,0.6,0.8,0.5,0.6,0.8,0.5,0.8,0.4,0.8,0.8,0.8,0.6,0.6,0.5,0.8,0.5,0.5,0.6,0.5,0.5,0.8,0.6,0.5,0.8,0.6,0.4,0.8,0.8,0.6,0.6,0.4,0.5,0.6,0.8,0.8,0.4,0.6,0.5,0.8,0.6,0.5,0.5,0.8,0.5,0.4,0.8,0.4,0.5,0.6,0.8,0.6,0.8,0.6,0.8,0.8,0.5,0.5,0.8,0.6,0.6,0.5,0.5,0.8,0.8,0.6,0.5,0.8,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.8,0.4,0.4,0.6,0.8,0.8,0.4,0.5,0.8,0.6,0.8,0.5,0.5,0.8,0.5,0.8,0.8,0.8,0.8,0.5,0.5,0.8,0.5,0.8,0.5,0.8,0.5,0.8,0.6,0.8,0.4,0.4,0.5,0.6,0.8,0.5,0.5,0.5,0.5,0.8,0.8,0.5,0.8,0.8,0.5,0.5,0.8,0.8,0.8,0.5,0.5,0.4,0.8,0.8,0.5,0.5,0.6,0.8,0.4,0.5,0.4,0.6,0.5,0.5,0.4,0.8,0.6,0.5,0.6,0.8,0.6,0.6,0.5,0.8,0.6,0.5,0.8,0.5,0.8,0.4,0.4,0.4,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.8,0.8,0.6,0.5,0.4,0.8,0.8,0.6,0.6,0.6,0.4,0.5,0.5,0.8,0.5,0.5,0.5,0.4,0.4,0.5,0.8,0.6,0.8,0.8,0.8,0.5,0.8,0.5,0.5,0.8,0.4,0.5,0.8,0.5,0.6,0.8,0.8,0.8,0.8,0.5,0.8,0.6,0.5,0.4,0.8,0.5,0.6,0.8,0.5,0.8,0.6,0.8,0.5,0.8,0.5,0.8,0.5,0.4,0.6,0.6,0.6,0.6,0.5,0.8,0.5,0.8,0.6,0.8,0.5,0.5,0.4,0.6,0.5,0.6,0.4,0.5,0.8,0.8,0.5,0.6,0.8,0.5,0.6,0.5,0.4,0.8,0.5,0.8,0.5,0.4,0.8,0.8,0.5,0.8,0.5,0.6,0.5,0.8,0.8,0.6,0.8,0.6,0.8,0.8,0.5,0.8,0.4,0.8,0.5,0.5,0.6,0.5,0.8,0.8,0.8,0.4,0.8,0.5,0.5,0.5,0.6,0.5,0.6,0.8,0.5,0.8,0.8,0.8,0.8,0.8,0.6,0.4,0.8,0.6,0.6,0.6,0.5,0.6,0.5,0.8,0.5,0.5,0.8,0.4,0.6,0.8,0.5,0.8,0.8,0.5,0.8,0.5,0.6,0.5,0.8,0.4,0.4,0.8,0.5,0.6,0.8,0.4,0.5,0.8,0.5,0.8,0.5,0.4,0.5,0.8,0.8,0.6,0.8,0.6,0.5,0.4,0.5,0.8,0.5,0.8,0.8,0.5,0.6
17569.43,16441.35,15793.09,15040.83,14802.38,14884.02,19863.6,16771.07,16773.73,16517.8,14230.93,16057.37,18170.61,14224.7,13911.99,16115.85,15743.72,20590.83,14187.93,20623.44,14241.36,19626.75,19500.65,20398.96,15684.89,20920.58,17509.43,20362.9,19195.94,13707.94,15172.22,21624.52,21287.48,19533.78,14026.72,20793.32,17780.51,16870.3,21273.32,20259.44,16330,15705.33,21587.65,13955.62,21068.56,20872.07,21178.65,16531.01,18271.84,16718.6
47
39
26,15,19,7,21
41,20,18,45,50,27,14
25,2,34,9,46,42
30,4,35,28
